Time_Point,Importance
1301,9.2179505e-07
1302,4.81865e-07
1303,6.052479e-07
1304,7.7273774e-07
1305,7.786031e-07
1306,6.5150095e-07
1307,5.9841506e-07
1308,8.0384626e-07
1309,6.6042855e-07
1310,4.7923675e-07
1311,7.6105385e-07
1312,7.91439e-07
1313,7.404653e-07
1314,6.9495803e-07
1315,6.150238e-07
1316,7.5747715e-07
1317,8.016955e-07
1318,5.176789e-07
1319,6.45614e-07
1320,8.42538e-07
1321,1.0377034e-06
1322,1.165763e-06
1323,1.061271e-06
1324,1.0258026e-06
1325,7.487463e-07
1326,5.644157e-07
1327,7.645237e-07
1328,7.3369813e-07
1329,7.7033184e-07
1330,7.1576204e-07
1331,8.636375e-07
1332,9.748676e-07
1333,6.8566953e-07
1334,7.0382646e-07
1335,7.632416e-07
1336,7.009472e-07
1337,8.578555e-07
1338,8.1057004e-07
1339,8.732657e-07
1340,8.156324e-07
1341,7.7040096e-07
1342,6.674491e-07
1343,8.771964e-07
1344,6.9685984e-07
1345,6.993162e-07
1346,8.226313e-07
1347,6.686099e-07
1348,8.270813e-07
1349,8.0078837e-07
1350,7.8408175e-07
1351,8.5050425e-07
1352,1.0270162e-06
1353,9.384172e-07
1354,9.561164e-07
1355,8.770194e-07
1356,1.2055385e-06
1357,9.391235e-07
1358,5.6701344e-07
1359,7.3085846e-07
1360,8.6419334e-07
1361,7.568852e-07
1362,7.3129314e-07
1363,9.259329e-07
1364,1.0027766e-06
1365,9.4687346e-07
1366,7.1864855e-07
1367,8.153578e-07
1368,6.7569835e-07
1369,9.2972675e-07
1370,9.605283e-07
1371,6.726371e-07
1372,7.450254e-07
1373,6.39729e-07
1374,5.477868e-07
1375,5.750089e-07
1376,8.903327e-07
1377,6.538894e-07
1378,4.666405e-07
1379,6.8098683e-07
1380,6.995193e-07
1381,7.06339e-07
1382,6.04715e-07
1383,7.587421e-07
1384,1.134318e-06
1385,7.628704e-07
1386,6.626795e-07
1387,9.608086e-07
1388,9.600371e-07
1389,1.0859562e-06
1390,8.0835287e-07
1391,1.0624984e-06
1392,1.2153412e-06
1393,9.188534e-07
1394,1.070732e-06
1395,1.3741094e-06
1396,1.6018943e-06
1397,1.3519904e-06
1398,1.1534612e-06
1399,1.4348295e-06
1400,1.3269267e-06
1401,1.3129417e-06
1402,1.0305718e-06
1403,1.2608648e-06
1404,1.2696181e-06
1405,1.6593364e-06
1406,1.4999554e-06
1407,1.2203705e-06
1408,1.271872e-06
1409,1.1287914e-06
1410,1.2035496e-06
1411,1.269995e-06
1412,1.3700394e-06
1413,1.2084199e-06
1414,1.1670406e-06
1415,1.2287315e-06
1416,8.0888515e-07
1417,1.0140706e-06
1418,7.961544e-07
1419,1.0603242e-06
1420,1.6411017e-06
1421,1.4930945e-06
1422,7.1819886e-07
1423,1.0873866e-06
1424,1.6394358e-06
1425,1.2340518e-06
1426,1.0222329e-06
1427,1.3367264e-06
1428,1.7080098e-06
1429,1.4069112e-06
1430,8.227838e-07
1431,1.674777e-06
1432,1.2453056e-06
1433,1.1770708e-06
1434,8.549893e-07
1435,1.3017687e-06
1436,1.3935299e-06
1437,9.571033e-07
1438,1.216474e-06
1439,1.0597989e-06
1440,1.1815629e-06
1441,1.2355956e-06
1442,1.1882885e-06
1443,7.7143915e-07
1444,9.94025e-07
1445,9.867524e-07
1446,1.0873292e-06
1447,1.4860946e-06
1448,1.2641093e-06
1449,9.3823047e-07
1450,1.2718286e-06
1451,1.258537e-06
1452,1.4654821e-06
1453,1.3090723e-06
1454,8.455578e-07
1455,1.3391046e-06
1456,1.0930196e-06
1457,1.0074572e-06
1458,1.247185e-06
1459,1.4007964e-06
1460,1.2304004e-06
1461,1.0968372e-06
1462,1.0574358e-06
1463,1.1380725e-06
1464,1.3328116e-06
1465,1.6410283e-06
1466,7.317029e-07
1467,1.6661941e-06
1468,1.5279511e-06
1469,1.4127138e-06
1470,1.0552791e-06
1471,9.903133e-07
1472,1.4453669e-06
1473,8.1079315e-07
1474,9.0422816e-07
1475,1.1255661e-06
1476,1.0804627e-06
1477,1.1568926e-06
1478,1.3993001e-06
1479,1.0395946e-06
1480,1.4528409e-06
1481,1.1349161e-06
1482,9.835932e-07
1483,1.3075809e-06
1484,1.1354944e-06
1485,1.1266511e-06
1486,8.3355815e-07
1487,1.0039705e-06
1488,8.4667255e-07
1489,8.686214e-07
1490,8.338067e-07
1491,1.2025971e-06
1492,1.4576444e-06
1493,1.3241342e-06
1494,6.42885e-07
1495,9.615395e-07
1496,9.152171e-07
1497,9.63679e-07
1498,1.1521627e-06
1499,1.254012e-06
1500,1.2034127e-06
1501,1.0243127e-06
1502,1.0164716e-06
1503,1.2246052e-06
1504,1.5067943e-06
1505,1.250888e-06
1506,7.479823e-07
1507,1.2782178e-06
1508,1.3140275e-06
1509,1.1447921e-06
1510,1.0093512e-06
1511,1.0212977e-06
1512,7.994574e-07
1513,9.2270585e-07
1514,6.2694664e-07
1515,7.7886835e-07
1516,7.017537e-07
1517,7.728778e-07
1518,5.895619e-07
1519,6.2165407e-07
1520,7.164438e-07
1521,7.5089207e-07
1522,5.4003493e-07
1523,6.6924025e-07
1524,7.5648893e-07
1525,7.1250196e-07
1526,5.003178e-07
1527,7.3056657e-07
1528,7.0421794e-07
1529,6.8173136e-07
1530,5.9684487e-07
1531,6.4534794e-07
1532,7.350288e-07
1533,5.7696127e-07
1534,5.0025204e-07
1535,4.7992273e-07
1536,4.6087735e-07
1537,5.0616444e-07
1538,3.4712212e-07
1539,5.0592797e-07
1540,6.238485e-07
1541,5.119175e-07
1542,6.21694e-07
1543,6.815336e-07
1544,5.689402e-07
1545,5.454212e-07
1546,3.7360934e-07
1547,5.3002407e-07
1548,5.5028954e-07
1549,4.1800735e-07
1550,3.4516825e-07
1551,6.478659e-07
1552,5.903028e-07
1553,5.732512e-07
1554,5.8094577e-07
1555,5.654597e-07
1556,7.0503245e-07
1557,5.91183e-07
1558,5.276935e-07
1559,3.8316193e-07
1560,5.20395e-07
1561,4.8517035e-07
1562,6.5137664e-07
1563,6.0889084e-07
1564,4.1249555e-07
1565,4.4292068e-07
1566,3.0603482e-07
1567,4.3493046e-07
1568,4.2527864e-07
1569,4.187213e-07
1570,4.764018e-07
1571,4.9857306e-07
1572,5.3796873e-07
1573,6.455455e-07
1574,6.637134e-07
1575,7.6353774e-07
1576,6.1113667e-07
1577,4.6574456e-07
1578,4.2316478e-07
1579,4.0273625e-07
1580,5.670484e-07
1581,4.8536197e-07
1582,4.204243e-07
1583,5.436023e-07
1584,5.819814e-07
1585,7.376074e-07
1586,7.5839006e-07
1587,6.32454e-07
1588,5.225097e-07
1589,4.591928e-07
1590,4.4076018e-07
1591,5.309815e-07
1592,5.4590356e-07
1593,4.4925173e-07
1594,4.8098957e-07
1595,6.2018256e-07
1596,7.8402746e-07
1597,5.725926e-07
1598,4.5747765e-07
1599,5.976153e-07
1600,7.487437e-07
1601,6.131239e-07
1602,6.653387e-07
1603,7.100416e-07
1604,7.9636936e-07
1605,7.944556e-07
1606,8.264859e-07
1607,7.4388953e-07
1608,5.633375e-07
1609,6.1013213e-07
1610,7.081958e-07
1611,8.76494e-07
1612,9.2134576e-07
1613,1.1008923e-06
1614,1.2515865e-06
1615,1.0062702e-06
1616,1.1619143e-06
1617,8.278239e-07
1618,5.4409e-07
1619,5.790606e-07
1620,8.245121e-07
1621,8.2146414e-07
1622,6.8093095e-07
1623,6.284561e-07
1624,6.1874835e-07
1625,6.053554e-07
1626,6.2427694e-07
1627,7.0365314e-07
1628,7.988289e-07
1629,6.433432e-07
1630,7.2529656e-07
1631,7.5913124e-07
1632,5.001032e-07
1633,6.669065e-07
1634,3.6749816e-07
1635,4.962829e-07
1636,4.630474e-07
1637,4.975499e-07
1638,4.1674343e-07
1639,5.734345e-07
1640,5.0581195e-07
1641,4.0948558e-07
1642,4.967428e-07
1643,4.1388458e-07
1644,4.4794743e-07
1645,5.425352e-07
1646,5.105738e-07
1647,4.4187246e-07
1648,6.329831e-07
1649,5.7965855e-07
1650,4.7272147e-07
1651,4.5067537e-07
1652,5.8638557e-07
1653,5.7232876e-07
1654,4.6723525e-07
1655,7.0275684e-07
1656,5.046368e-07
1657,4.5775704e-07
1658,4.2916275e-07
1659,6.088516e-07
1660,6.3503666e-07
1661,6.313533e-07
1662,5.6899296e-07
1663,5.881258e-07
1664,5.458016e-07
1665,5.850835e-07
1666,5.2086426e-07
1667,6.9814257e-07
1668,7.146277e-07
1669,6.2487527e-07
1670,6.152781e-07
1671,5.437098e-07
1672,7.911327e-07
1673,5.382718e-07
1674,5.9413003e-07
1675,7.115631e-07
1676,7.83488e-07
1677,8.02682e-07
1678,7.1210724e-07
1679,7.295067e-07
1680,7.0841213e-07
1681,7.6886425e-07
1682,9.895446e-07
1683,7.862503e-07
1684,7.878035e-07
1685,9.2222155e-07
1686,4.7270146e-07
1687,6.1661416e-07
1688,6.0726313e-07
1689,5.6699514e-07
1690,5.793071e-07
1691,5.0415554e-07
1692,7.202922e-07
1693,7.2551467e-07
1694,8.3191026e-07
1695,9.832903e-07
1696,8.6720877e-07
1697,9.0619517e-07
1698,7.0388944e-07
1699,6.3076914e-07
1700,6.304412e-07
1701,7.982104e-07
1702,6.8537554e-07
1703,7.304537e-07
1704,8.364926e-07
1705,8.6246354e-07
1706,1.0099486e-06
1707,1.2604276e-06
1708,1.237542e-06
1709,1.0365167e-06
1710,7.30741e-07
1711,7.712536e-07
1712,8.538611e-07
1713,7.76e-07
1714,6.3167334e-07
1715,7.776727e-07
1716,8.4327314e-07
1717,6.9097786e-07
1718,7.411563e-07
1719,6.1001504e-07
1720,6.833087e-07
1721,6.174393e-07
1722,4.2250844e-07
1723,5.792932e-07
1724,6.8812085e-07
1725,5.0345204e-07
1726,4.0547553e-07
1727,5.076755e-07
1728,6.2167817e-07
1729,4.408966e-07
1730,3.6817133e-07
1731,7.661441e-07
1732,6.343912e-07
1733,6.304272e-07
1734,7.711816e-07
1735,1.0818717e-06
1736,7.2048977e-07
1737,7.7409914e-07
1738,6.7360685e-07
1739,6.6191257e-07
1740,5.892685e-07
1741,5.9378044e-07
1742,6.1356496e-07
1743,9.54689e-07
1744,5.4521547e-07
1745,4.359522e-07
1746,3.7489713e-07
1747,6.0976794e-07
1748,5.9685465e-07
1749,4.6364954e-07
1750,4.572158e-07
1751,4.3956442e-07
1752,5.4652793e-07
1753,3.9618084e-07
1754,3.9026833e-07
1755,6.053316e-07
1756,7.295208e-07
1757,7.2754835e-07
1758,6.117598e-07
1759,6.400543e-07
1760,8.6651164e-07
1761,7.787524e-07
1762,7.096454e-07
1763,6.2832135e-07
1764,5.6649054e-07
1765,5.625044e-07
1766,3.9491164e-07
1767,5.4215053e-07
1768,4.869927e-07
1769,4.459111e-07
1770,4.5807047e-07
1771,6.6756786e-07
1772,6.6809173e-07
1773,6.1173574e-07
1774,5.8609055e-07
1775,7.6245686e-07
1776,8.1040673e-07
1777,5.438022e-07
1778,6.764967e-07
1779,7.7666346e-07
1780,9.008788e-07
1781,7.2798775e-07
1782,5.240769e-07
1783,6.129196e-07
1784,8.1135994e-07
1785,6.701554e-07
1786,5.102303e-07
1787,7.555494e-07
1788,8.900297e-07
1789,8.5884005e-07
1790,8.040226e-07
1791,7.2224145e-07
1792,6.759202e-07
1793,6.062411e-07
1794,5.361388e-07
1795,6.7917483e-07
1796,5.84744e-07
1797,6.326096e-07
1798,5.5506973e-07
1799,9.295771e-07
1800,8.0244945e-07
1801,7.187067e-07
1802,4.3786858e-07
1803,5.061212e-07
1804,6.0819957e-07
1805,6.372004e-07
1806,5.850684e-07
1807,6.373123e-07
1808,8.371504e-07
1809,9.987591e-07
1810,6.7900356e-07
1811,1.0777662e-06
1812,7.323694e-07
1813,8.648922e-07
1814,6.7245804e-07
1815,8.198811e-07
1816,1.2479802e-06
1817,1.1748895e-06
1818,8.8430835e-07
1819,1.0285031e-06
1820,1.1616031e-06
1821,9.4015485e-07
1822,5.1369335e-07
1823,6.504059e-07
1824,5.1741955e-07
1825,6.9047485e-07
1826,6.484514e-07
1827,5.7533504e-07
1828,4.5446126e-07
1829,5.3490425e-07
1830,4.763665e-07
1831,5.7274826e-07
1832,5.218803e-07
1833,5.707542e-07
1834,4.821921e-07
1835,6.965526e-07
1836,7.2438945e-07
1837,5.864299e-07
1838,4.7216514e-07
1839,5.9195594e-07
1840,6.87884e-07
1841,4.9653033e-07
1842,5.6988154e-07
1843,6.264172e-07
1844,4.2855117e-07
1845,4.88747e-07
1846,4.8200855e-07
1847,5.02317e-07
1848,3.8001457e-07
1849,5.766583e-07
1850,4.4371114e-07
1851,6.1628907e-07
1852,5.911169e-07
1853,4.1767967e-07
1854,4.6462128e-07
1855,4.2176652e-07
1856,5.535594e-07
1857,6.53362e-07
1858,4.7104163e-07
1859,6.805585e-07
1860,7.565164e-07
1861,6.909064e-07
1862,8.096023e-07
1863,6.7508927e-07
1864,7.5814296e-07
1865,6.8287034e-07
1866,4.3767358e-07
1867,4.818652e-07
1868,4.6020372e-07
1869,5.5596286e-07
1870,3.679805e-07
1871,6.9466125e-07
1872,6.204504e-07
1873,7.595929e-07
1874,5.0947426e-07
1875,8.16594e-07
1876,7.6312455e-07
1877,9.725909e-07
1878,6.0282605e-07
1879,6.803292e-07
1880,5.5839337e-07
1881,5.8697617e-07
1882,5.10104e-07
1883,5.6701396e-07
1884,4.3972742e-07
1885,5.9144975e-07
1886,6.4896784e-07
1887,8.3578743e-07
1888,6.636331e-07
1889,8.935046e-07
1890,5.4833083e-07
1891,5.368704e-07
1892,7.374481e-07
1893,6.172319e-07
1894,5.3830036e-07
1895,4.8172916e-07
1896,5.079668e-07
1897,5.3654844e-07
1898,5.926987e-07
1899,6.6863765e-07
1900,7.256573e-07
1901,6.31727e-07
1902,6.1286335e-07
1903,6.1576753e-07
1904,8.952114e-07
1905,5.97813e-07
1906,5.16781e-07
1907,5.5493996e-07
1908,5.7552245e-07
1909,5.917569e-07
1910,5.6130074e-07
1911,6.8334367e-07
1912,7.220804e-07
1913,6.286039e-07
1914,4.000999e-07
1915,5.8437496e-07
1916,4.90308e-07
1917,5.1347905e-07
1918,5.7903696e-07
1919,6.333843e-07
1920,4.4539198e-07
1921,4.6106578e-07
1922,4.236305e-07
1923,4.6767641e-07
1924,4.5347747e-07
1925,4.243957e-07
1926,4.599537e-07
1927,5.006858e-07
1928,5.172484e-07
1929,6.6265466e-07
1930,3.6656903e-07
1931,5.6842725e-07
1932,5.162222e-07
1933,4.6957047e-07
1934,4.568223e-07
1935,3.729642e-07
1936,5.866491e-07
1937,5.4580414e-07
1938,6.0922156e-07
1939,4.982564e-07
1940,4.9663157e-07
1941,6.9937744e-07
1942,4.0938284e-07
1943,7.1680097e-07
1944,7.431639e-07
1945,5.691673e-07
1946,4.900967e-07
1947,5.8277664e-07
1948,9.613425e-07
1949,5.569153e-07
1950,5.1828744e-07
1951,7.784664e-07
1952,6.1758146e-07
1953,5.395549e-07
1954,5.0715397e-07
1955,5.310331e-07
1956,4.34264e-07
1957,5.160831e-07
1958,3.8782505e-07
1959,6.265566e-07
1960,7.091583e-07
1961,5.6097537e-07
1962,5.4959474e-07
1963,6.097836e-07
1964,6.8745544e-07
1965,6.1130055e-07
1966,4.1508125e-07
1967,7.8725515e-07
1968,5.948514e-07
1969,6.3028153e-07
1970,4.7271442e-07
1971,5.887368e-07
1972,7.214951e-07
1973,5.626766e-07
1974,5.799586e-07
1975,6.876723e-07
1976,4.966401e-07
1977,5.8648834e-07
1978,4.6467284e-07
1979,5.023219e-07
1980,5.817581e-07
1981,4.326051e-07
1982,3.997052e-07
1983,5.970185e-07
1984,7.193654e-07
1985,5.092926e-07
1986,4.629998e-07
1987,4.9189657e-07
1988,3.968254e-07
1989,3.6217034e-07
1990,5.1454384e-07
1991,5.110111e-07
1992,5.928618e-07
1993,5.6827366e-07
1994,5.2383507e-07
1995,5.7607895e-07
1996,6.426786e-07
1997,6.0936316e-07
1998,3.7405897e-07
1999,6.521106e-07
2000,4.8116465e-07
2001,5.2877994e-07
2002,4.1661693e-07
2003,5.579464e-07
2004,6.9789337e-07
2005,5.7267596e-07
2006,6.325005e-07
2007,5.2736783e-07
2008,6.6068685e-07
2009,6.3936784e-07
2010,5.865876e-07
2011,6.7965846e-07
2012,4.9708797e-07
2013,6.470818e-07
2014,5.698881e-07
2015,7.1513404e-07
2016,7.6905036e-07
2017,5.1012245e-07
2018,4.6159585e-07
2019,6.5998734e-07
2020,7.31245e-07
2021,5.00771e-07
2022,5.638601e-07
2023,5.2197964e-07
2024,7.120054e-07
2025,5.1327925e-07
2026,4.8328184e-07
2027,4.1601524e-07
2028,4.787973e-07
2029,4.963903e-07
2030,4.4659328e-07
2031,3.3866309e-07
2032,3.646167e-07
2033,2.9975558e-07
2034,2.1227338e-07
2035,2.6428694e-07
2036,3.9050238e-07
2037,3.8758486e-07
2038,2.3986365e-07
2039,3.461671e-07
2040,3.9381433e-07
2041,3.5380475e-07
2042,2.6763973e-07
2043,3.2278163e-07
2044,4.512956e-07
2045,4.25716e-07
2046,3.9210894e-07
2047,3.8383854e-07
2048,3.6830764e-07
2049,3.2576116e-07
2050,3.4522097e-07
2051,3.1168895e-07
2052,3.3184784e-07
2053,3.7111732e-07
2054,2.7032442e-07
2055,3.0921944e-07
2056,3.6123322e-07
2057,4.6744464e-07
2058,2.856804e-07
2059,4.6684892e-07
2060,4.5570724e-07
2061,3.9348055e-07
2062,3.1033787e-07
2063,3.447151e-07
2064,3.851123e-07
2065,3.9810593e-07
2066,3.643915e-07
2067,4.4895964e-07
2068,4.0085553e-07
2069,2.8115483e-07
2070,3.583315e-07
2071,4.5282317e-07
2072,4.5224925e-07
2073,3.7796866e-07
2074,2.4857883e-07
2075,3.8858678e-07
2076,4.1271466e-07
2077,4.5270536e-07
2078,3.8347702e-07
2079,5.9166604e-07
2080,5.730061e-07
2081,5.01897e-07
2082,5.5115504e-07
2083,4.800672e-07
2084,4.1895015e-07
2085,4.8853923e-07
2086,2.9301975e-07
2087,6.470659e-07
2088,8.0533135e-07
2089,4.883156e-07
2090,4.4607378e-07
2091,5.1795377e-07
2092,6.657927e-07
2093,6.1610933e-07
2094,4.747147e-07
2095,4.0741966e-07
2096,5.433951e-07
2097,5.740009e-07
2098,5.700565e-07
2099,4.4698717e-07
2100,5.218704e-07
2101,6.408828e-07
2102,6.0990305e-07
2103,6.635614e-07
2104,7.059324e-07
2105,5.817656e-07
2106,5.575582e-07
2107,6.4127755e-07
2108,9.3161805e-07
2109,6.0321065e-07
2110,5.733912e-07
2111,1.0621859e-06
2112,9.0012435e-07
2113,6.6987593e-07
2114,8.0446637e-07
2115,9.129279e-07
2116,1.1296399e-06
2117,6.7733345e-07
2118,7.4683794e-07
2119,8.723988e-07
2120,1.2473015e-06
2121,5.619571e-07
2122,5.9045567e-07
2123,6.62125e-07
2124,5.982804e-07
2125,6.1968956e-07
2126,3.9627685e-07
2127,4.0432147e-07
2128,5.627086e-07
2129,4.732589e-07
2130,3.955638e-07
2131,4.4055642e-07
2132,4.1306112e-07
2133,4.5344558e-07
2134,4.843929e-07
2135,4.203317e-07
2136,4.54791e-07
2137,4.3496848e-07
2138,3.0294729e-07
2139,4.996185e-07
2140,4.1098355e-07
2141,3.7769513e-07
2142,3.9660245e-07
2143,3.8558477e-07
2144,3.9531005e-07
2145,4.1852144e-07
2146,3.1166846e-07
2147,2.723117e-07
2148,3.1885196e-07
2149,3.6411126e-07
2150,2.9677375e-07
2151,2.472995e-07
2152,3.1239017e-07
2153,2.8108585e-07
2154,3.28978e-07
2155,3.2662106e-07
2156,2.729693e-07
2157,2.5998324e-07
2158,2.7766123e-07
2159,2.9766645e-07
2160,3.5528313e-07
2161,3.3079758e-07
2162,2.9992765e-07
2163,4.2066932e-07
2164,3.4751594e-07
2165,4.3408357e-07
2166,3.0246812e-07
2167,3.441158e-07
2168,3.7175775e-07
2169,3.6148057e-07
2170,3.37554e-07
2171,3.0454385e-07
2172,3.9401374e-07
2173,4.880864e-07
2174,4.8133586e-07
2175,5.0507913e-07
2176,4.577583e-07
2177,4.399987e-07
2178,2.9725956e-07
2179,3.4589192e-07
2180,3.8747243e-07
2181,3.6789805e-07
2182,3.971533e-07
2183,4.626023e-07
2184,6.4333994e-07
2185,4.1054528e-07
2186,4.004809e-07
2187,4.343567e-07
2188,4.3776816e-07
2189,4.971511e-07
2190,4.0539612e-07
2191,4.5569664e-07
2192,4.927109e-07
2193,3.4055344e-07
2194,4.512004e-07
2195,5.067741e-07
2196,4.6281252e-07
2197,5.346811e-07
2198,4.9476677e-07
2199,4.844493e-07
2200,5.288598e-07
2201,5.553246e-07
2202,6.0250517e-07
2203,6.716556e-07
2204,5.266514e-07
2205,5.265274e-07
2206,5.0765675e-07
2207,4.8399664e-07
2208,4.1492996e-07
2209,4.861216e-07
2210,5.48593e-07
2211,4.8522725e-07
2212,4.997314e-07
2213,4.909405e-07
2214,4.7206294e-07
2215,5.476264e-07
2216,6.122547e-07
2217,5.7012204e-07
2218,5.479486e-07
2219,6.517603e-07
2220,6.756537e-07
2221,5.866524e-07
2222,5.0148094e-07
2223,4.340871e-07
2224,3.9172338e-07
2225,2.9743316e-07
2226,3.9979426e-07
2227,4.8086685e-07
2228,4.0496943e-07
2229,4.345698e-07
2230,3.9073603e-07
2231,3.662808e-07
2232,3.3779807e-07
2233,3.0173183e-07
2234,3.113979e-07
2235,3.6745357e-07
2236,4.1318782e-07
2237,2.9815286e-07
2238,2.8621463e-07
2239,3.954073e-07
2240,4.4081185e-07
2241,4.3263177e-07
2242,3.6030815e-07
2243,5.3393353e-07
2244,4.3914747e-07
2245,4.887339e-07
2246,4.679344e-07
2247,4.974902e-07
2248,4.0299187e-07
2249,5.118203e-07
2250,3.218418e-07
2251,4.0832325e-07
2252,3.968884e-07
2253,3.9723128e-07
2254,3.2366506e-07
2255,3.891261e-07
2256,4.6479423e-07
2257,5.604778e-07
2258,4.1391687e-07
2259,4.194165e-07
2260,4.2564724e-07
2261,3.5266277e-07
2262,3.768184e-07
2263,3.676152e-07
2264,3.7193794e-07
2265,3.3676622e-07
2266,3.3274978e-07
2267,3.9294991e-07
2268,4.122399e-07
2269,4.2155958e-07
2270,3.4218596e-07
2271,3.434589e-07
2272,4.330403e-07
2273,4.3247672e-07
2274,3.90069e-07
2275,4.141009e-07
2276,4.829725e-07
2277,3.4625415e-07
2278,2.7808036e-07
2279,3.1152084e-07
2280,3.990925e-07
2281,4.0219675e-07
2282,2.3268076e-07
2283,3.622052e-07
2284,3.320884e-07
2285,3.483927e-07
2286,3.6045225e-07
2287,4.548574e-07
2288,3.7551064e-07
2289,3.7536572e-07
2290,3.588033e-07
2291,5.084963e-07
2292,5.1178534e-07
2293,4.843884e-07
2294,4.2525681e-07
2295,6.146206e-07
2296,7.6850057e-07
2297,5.59996e-07
2298,6.900361e-07
2299,7.579189e-07
2300,7.202524e-07
2301,6.1780327e-07
2302,5.9829034e-07
2303,6.42651e-07
2304,7.43282e-07
2305,6.3483117e-07
2306,6.614554e-07
2307,5.61207e-07
2308,7.3507533e-07
2309,5.2451867e-07
2310,4.787422e-07
2311,5.211067e-07
2312,5.1722657e-07
2313,5.366293e-07
2314,4.992029e-07
2315,6.2859516e-07
2316,7.467894e-07
2317,5.241733e-07
2318,6.4005724e-07
2319,6.460315e-07
2320,8.837898e-07
2321,8.7469255e-07
2322,5.711002e-07
2323,7.074417e-07
2324,6.274784e-07
2325,5.442413e-07
2326,6.874647e-07
2327,6.1238967e-07
2328,5.8311537e-07
2329,5.8117706e-07
2330,4.6684536e-07
2331,5.417488e-07
2332,5.759781e-07
2333,5.354589e-07
2334,4.6361484e-07
2335,4.1127367e-07
2336,3.5114476e-07
2337,3.5000318e-07
2338,3.9621946e-07
2339,3.4910423e-07
2340,4.063235e-07
2341,4.6117663e-07
2342,4.4711072e-07
2343,4.209431e-07
2344,4.4545445e-07
2345,4.5029947e-07
2346,3.2572197e-07
2347,4.97513e-07
2348,5.1289805e-07
2349,5.210424e-07
2350,5.5727094e-07
2351,7.740693e-07
2352,6.431924e-07
2353,8.9834555e-07
2354,6.122326e-07
2355,7.1766243e-07
2356,6.426473e-07
2357,5.164738e-07
2358,4.5266688e-07
2359,3.8185493e-07
2360,4.722669e-07
2361,4.3355834e-07
2362,5.700326e-07
2363,5.413393e-07
2364,4.5035327e-07
2365,5.4825665e-07
2366,5.864028e-07
2367,6.030877e-07
2368,7.073189e-07
2369,6.494657e-07
2370,6.5395113e-07
2371,6.493426e-07
2372,4.5376896e-07
2373,4.746565e-07
2374,4.4407702e-07
2375,4.402823e-07
2376,6.378532e-07
2377,5.1682827e-07
2378,4.1947223e-07
2379,6.5652443e-07
2380,6.2722887e-07
2381,5.729586e-07
2382,6.7578986e-07
2383,4.783377e-07
2384,7.6090794e-07
2385,5.667027e-07
2386,4.428211e-07
2387,6.566263e-07
2388,5.0127676e-07
2389,4.5137548e-07
2390,4.3991182e-07
2391,5.553345e-07
2392,7.697953e-07
2393,6.1950306e-07
2394,7.804289e-07
2395,6.9127475e-07
2396,6.8431024e-07
2397,8.5143495e-07
2398,6.115243e-07
2399,6.145098e-07
2400,8.346909e-07
2401,5.2694327e-07
2402,5.9238585e-07
2403,8.090404e-07
2404,5.8372734e-07
2405,4.8474436e-07
2406,5.421309e-07
2407,5.100043e-07
2408,9.420636e-07
2409,4.4022357e-07
2410,5.5241117e-07
2411,3.7229015e-07
2412,3.362241e-07
2413,4.8693346e-07
2414,6.0088684e-07
2415,5.208917e-07
2416,7.3875015e-07
2417,5.201123e-07
2418,6.51135e-07
2419,6.498802e-07
2420,6.650469e-07
2421,5.861956e-07
2422,4.204493e-07
2423,4.954847e-07
2424,4.4988232e-07
2425,3.759933e-07
2426,4.580482e-07
2427,6.105655e-07
2428,6.156128e-07
2429,5.9738744e-07
2430,4.3286505e-07
2431,6.7358576e-07
2432,6.7927357e-07
2433,4.9717545e-07
2434,3.3147563e-07
2435,4.5769238e-07
2436,4.309194e-07
2437,4.0158062e-07
2438,3.783471e-07
2439,4.087316e-07
2440,5.2386804e-07
2441,4.867087e-07
2442,3.0631924e-07
2443,4.2564335e-07
2444,5.926895e-07
2445,4.3660742e-07
2446,4.3861934e-07
2447,3.7213755e-07
2448,3.388202e-07
2449,4.6821032e-07
2450,4.4583925e-07
2451,4.939194e-07
2452,4.067897e-07
2453,3.1610472e-07
2454,3.1946826e-07
2455,4.659825e-07
2456,5.013941e-07
2457,3.7702003e-07
2458,3.4361668e-07
2459,4.4271718e-07
2460,5.2882734e-07
2461,5.298545e-07
2462,3.5172894e-07
2463,3.8948983e-07
2464,5.464596e-07
2465,4.6209107e-07
2466,4.1134405e-07
2467,3.5157143e-07
2468,4.0440472e-07
2469,4.6486448e-07
2470,4.6860038e-07
2471,3.579368e-07
2472,4.6838122e-07
2473,4.3341578e-07
2474,3.710689e-07
2475,4.233071e-07
2476,5.111051e-07
2477,5.091718e-07
2478,3.178591e-07
2479,4.6946576e-07
2480,4.4690168e-07
2481,4.2784828e-07
2482,3.9878083e-07
2483,3.9595048e-07
2484,4.6099427e-07
2485,4.6298027e-07
2486,3.6091916e-07
2487,4.221496e-07
2488,4.367167e-07
2489,4.6534623e-07
2490,4.5097391e-07
2491,3.480681e-07
2492,2.9471784e-07
2493,3.9552484e-07
2494,4.056373e-07
2495,5.05525e-07
2496,6.324664e-07
2497,4.4904968e-07
2498,3.6375346e-07
2499,5.0450177e-07
2500,5.15357e-07
2501,4.099878e-07
2502,2.5765274e-07
2503,3.5144996e-07
2504,4.308734e-07
2505,3.9196735e-07
2506,3.610753e-07
2507,3.664722e-07
2508,3.9138044e-07
2509,4.4828917e-07
